ICD	ICD10	ICD10cm	ICD_class1	ICD_class2	ICD_class3	Phecode	Phenotype	maternal	neonatal
O69	O69.1	O69.1XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by cord around neck, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.1	O69.1XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by cord around neck, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.1	O69.1XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by cord around neck, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.1	O69.1XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by cord around neck, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.1	O69.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by cord around neck, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.0	O69.0XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.0	O69.0XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by prolapse of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.5	O69.5XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.5	O69.5XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vascular lesion of cord	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.4	O69.4XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.4	O69.4XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by vasa praevia	661	Fetal distress and abnormal forces of labor	Yes	
O69	O69.2	O69.2XX2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O69	O69.2	O69.2XX9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Labour and delivery complicated by other cord entanglement, with compression	663	Umbilical cord complications during labor and delivery	Yes	
O70	O70.1	O70.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Second degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.2	O70.20	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.2	O70.2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.2	O70.21	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.2	O70.23	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.2	O70.22	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.0	O70.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	First degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.3	O70.3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Fourth degree perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70	O70	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Perineal laceration during delivery	665	Obstetrical/birth trauma	Yes	
O70	O70.9	O70.9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Perineal laceration during delivery, unspecified	665	Obstetrical/birth trauma	Yes	
O71	O71.1	O71.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Rupture of uterus during labour	635	Hemorrhage during pregnancy; childbirth and postpartum	Yes	
O71	O71.9	O71.9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Obstetric trauma, unspecified	665	Obstetrical/birth trauma	Yes	
O71	O71.3	O71.3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Obstetric laceration of cervix	665	Obstetrical/birth trauma	Yes	
O71	O71.6	O71.6	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Obstetric damage to pelvic joints and ligaments	665	Obstetrical/birth trauma	Yes	
O71	O71.4	O71.4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Obstetric high vaginal laceration	665	Obstetrical/birth trauma	Yes	
O71	O71.5	O71.5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other obstetric injury to pelvic organs	665	Obstetrical/birth trauma	Yes	
O71	O71.7	O71.7	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Obstetric haematoma of pelvis	665	Obstetrical/birth trauma	Yes	
O71	O71.8	O71.8	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified obstetric trauma	665	Obstetrical/birth trauma	Yes	
O71	O71.8	O71.82	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified obstetric trauma	665	Obstetrical/birth trauma	Yes	
O71	O71.8	O71.81	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified obstetric trauma	665	Obstetrical/birth trauma	Yes	
O71	O71.8	O71.89	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified obstetric trauma	665	Obstetrical/birth trauma	Yes	
O71	O71.0	O71.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Rupture of uterus before onset of labour	635	Hemorrhage during pregnancy; childbirth and postpartum	Yes	
O71	O71.0	O71.02	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Rupture of uterus before onset of labour	635	Hemorrhage during pregnancy; childbirth and postpartum	Yes	
O71	O71.0	O71.00	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Rupture of uterus before onset of labour	635	Hemorrhage during pregnancy; childbirth and postpartum	Yes	
O71	O71.0	O71.03	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Rupture of uterus before onset of labour	635	Hemorrhage during pregnancy; childbirth and postpartum	Yes	
O71	O71	O71	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other obstetric trauma	665	Obstetrical/birth trauma	Yes	
O71	O71.2	O71.2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Postpartum inversion of uterus	619.2	Disorders of uterus, NEC	Yes	
O72	O72	O72	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Postpartum haemorrhage	635.3	Placenta previa and abruptio placenta	Yes	
O72	O72.0	O72.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Third-stage haemorrhage	635.3	Placenta previa and abruptio placenta	Yes	
O72	O72.3	O72.3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Postpartum coagulation defects	286.3	Coagulation defects complicating pregnancy or postpartum	Yes	
O72	O72.2	O72.2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Delayed and secondary postpartum haemorrhage	635.3	Placenta previa and abruptio placenta	Yes	
O72	O72.1	O72.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other immediate postpartum haemorrhage	635.3	Placenta previa and abruptio placenta	Yes	
O73	O73	O73	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Retained placenta and membranes, without haemorrhage	669	Complications of labor and delivery NEC	Yes	
O73	O73.1	O73.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Retained portions of placenta and membranes, without haemorrhage	669	Complications of labor and delivery NEC	Yes	
O73	O73.0	O73.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Retained placenta without haemorrhage	669	Complications of labor and delivery NEC	Yes	
O75	O75.0	O75.0	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Maternal distress during labour and delivery	669	Complications of labor and delivery NEC	Yes	
O75	O75.4	O75.4	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other complications of obstetric surgery and procedures	669	Complications of labor and delivery NEC	Yes	
O75	O75.9	O75.9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Complication of labour and delivery, unspecified	655	Known or suspected fetal abnormality affecting management of mother	Yes	
O75	O75.9	O75.9	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Complication of labour and delivery, unspecified	669	Complications of labor and delivery NEC	Yes	
O75	O75.3	O75.3	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other infection during labour	647	Infectious and parasitic complications affecting pregnancy	Yes	
O75	O75.1	O75.1	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Shock during or following labour and delivery	669	Complications of labor and delivery NEC	Yes	
O75	O75.5	O75.5	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Delayed delivery after artificial rupture of membranes	653	Problems associated with amniotic cavity and membranes	Yes	
O75	O75.2	O75.2	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Pyrexia during labour, not elsewhere classified	655	Known or suspected fetal abnormality affecting management of mother	Yes	
O75	O75.8	O75.81	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified complications of labour and delivery	669	Complications of labor and delivery NEC	Yes	
O75	O75.8	O75.82	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified complications of labour and delivery	669	Complications of labor and delivery NEC	Yes	
O75	O75.8	O75.8	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified complications of labour and delivery	669	Complications of labor and delivery NEC	Yes	
O75	O75.8	O75.89	Pregnancy, childbirth and the puerperium	Complications of labour and delivery	Other specified complications of labour and delivery	669	Complications of labor and delivery NEC	Yes	
O81	O81.5	O81.5	Pregnancy, childbirth and the puerperium	Delivery	Delivery by combination of forceps and vacuum extractor	NA	NA	Yes	
O81	O81.2	O81.2	Pregnancy, childbirth and the puerperium	Delivery	Mid-cavity forceps with rotation	NA	NA	Yes	
O81	O81.1	O81.1	Pregnancy, childbirth and the puerperium	Delivery	Mid-cavity forceps delivery	NA	NA	Yes	
O81	O81.4	O81.4	Pregnancy, childbirth and the puerperium	Delivery	Vacuum extractor delivery	NA	NA	Yes	
O81	O81.0	O81.0	Pregnancy, childbirth and the puerperium	Delivery	Low forceps delivery	NA	NA	Yes	
O81	O81.3	O81.3	Pregnancy, childbirth and the puerperium	Delivery	Other and unspecified forceps delivery	NA	NA	Yes	
O84	O84	O84	Pregnancy, childbirth and the puerperium	Delivery	Multiple delivery	NA	NA	Yes	
O84	O84.8	O84.8	Pregnancy, childbirth and the puerperium	Delivery	Other multiple delivery	NA	NA	Yes	
O84	O84.1	O84.1	Pregnancy, childbirth and the puerperium	Delivery	Multiple delivery, all by forceps and vacuum extractor	NA	NA	Yes	
O84	O84.0	O84.0	Pregnancy, childbirth and the puerperium	Delivery	Multiple delivery, all spontaneous	NA	NA	Yes	
O84	O84.2	O84.2	Pregnancy, childbirth and the puerperium	Delivery	Multiple delivery, all by caesarean section	NA	NA	Yes	
O84	O84.9	O84.9	Pregnancy, childbirth and the puerperium	Delivery	Multiple delivery, unspecified	NA	NA	Yes	
O86	O86.2	O86.29	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Urinary tract infection following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.2	O86.20	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Urinary tract infection following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.2	O86.22	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Urinary tract infection following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.2	O86.2	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Urinary tract infection following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.2	O86.21	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Urinary tract infection following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.0	O86.0	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of obstetric surgical wound	674	Other complications of the puerperium NEC	Yes	
O86	O86.4	O86.4	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Pyrexia of unknown origin following delivery	654	Other and unspecified complications of birth; puerperium affecting management of mother	Yes	
O86	O86.1	O86.19	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other infection of genital tract following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.1	O86.12	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other infection of genital tract following delivery	647.3	Major puerperal infection	Yes	
O86	O86.1	O86.13	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other infection of genital tract following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.1	O86.11	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other infection of genital tract following delivery	647.1	Infections of genitourinary tract during pregnancy	Yes	
O86	O86.8	O86.89	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other specified puerperal infections	647.3	Major puerperal infection	Yes	
O86	O86.8	O86.81	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other specified puerperal infections	647.3	Major puerperal infection	Yes	
O86	O86.8	O86.8	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other specified puerperal infections	647.3	Major puerperal infection	Yes	
O90	O90.4	O90.4	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Postpartum acute renal failure	669	Complications of labor and delivery NEC	Yes	
O90	O90.8	O90.81	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other complications of the puerperium, not elsewhere classified	644	Anemia during pregnancy	Yes	
O90	O90.8	O90.89	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other complications of the puerperium, not elsewhere classified	674	Other complications of the puerperium NEC	Yes	
O90	O90.3	O90.3	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Cardiomyopathy in the puerperium	674	Other complications of the puerperium NEC	Yes	
O90	O90.1	O90.1	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Disruption of perineal obstetric wound	674	Other complications of the puerperium NEC	Yes	
O90	O90.0	O90.0	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Disruption of caesarean section wound	674	Other complications of the puerperium NEC	Yes	
O90	O90.9	O90.9	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Complication of the puerperium, unspecified	674	Other complications of the puerperium NEC	Yes	
O90	O90.5	O90.5	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Postpartum thyroiditis	649	Other conditions or status of the mother complicating pregnancy, childbirth, or the puerperium	Yes	
O90	O90.2	O90.2	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Haematoma of obstetric wound	674	Other complications of the puerperium NEC	Yes	
O91	O91.2	O91.219	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.212	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.211	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.2	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.213	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.22	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.23	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.2	O91.21	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Nonpurulent mastitis associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91	O91	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infections of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.119	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.12	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.11	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.111	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.1	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.13	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.112	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.1	O91.113	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Abscess of breast associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.013	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.019	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.01	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.02	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.012	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.0	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.03	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O91	O91.0	O91.011	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Infection of nipple associated with childbirth	647	Infectious and parasitic complications affecting pregnancy	Yes	
O92	O92.7	O92.7	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of lactation	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
O92	O92.7	O92.79	Pregnancy, childbirth and the puerperium	Complications predominantly related to the puerperium	Other and unspecified disorders of lactation	676	Other disorders of the breast associated with childbirth and disorders of lactation	Yes	
